TITLE     = "SIMPLE DATASET,"
VARIABLES = "x"
"y"
"z"
"u"
"v"
"w"
ZONE T="Simple Zone"
 STRANDID=0, SOLUTIONTIME=1.20259084E+09
 Nodes=27, Elements=8, ZONETYPE=FEBrick
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 1.000000000E+00 1.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00
 1.000000000E+00 1.000000000E+00 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00
 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.999999955E-02 0.000000000E+00 0.000000000E+00
 1.000000000E+00 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00
 1.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00
 5.000000000E-01 1.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00
 0.000000000E+00 1.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00
 1.000000000E+00 5.000000000E-01 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00
 1.000000000E+00 5.000000000E-01 1.000000000E+00 1.999999955E-02 0.000000000E+00 0.000000000E+00
 1.000000000E+00 0.000000000E+00 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00
 1.000000000E+00 0.000000000E+00 1.000000000E+00 1.999999955E-02 0.000000000E+00 0.000000000E+00
 5.000000000E-01 1.000000000E+00 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00
 5.000000000E-01 1.000000000E+00 1.000000000E+00 1.999999955E-02 0.000000000E+00 0.000000000E+00
 0.000000000E+00 1.000000000E+00 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00
 0.000000000E+00 1.000000000E+00 1.000000000E+00 1.999999955E-02 0.000000000E+00 0.000000000E+00
 5.000000000E-01 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00
 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00
 0.000000000E+00 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00
 5.000000000E-01 5.000000000E-01 5.000000000E-01 3.999239162E-09 7.273190310E-26 0.000000000E+00
 5.000000000E-01 5.000000000E-01 1.000000000E+00 1.999999955E-02 0.000000000E+00 0.000000000E+00
 5.000000000E-01 0.000000000E+00 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00
 0.000000000E+00 5.000000000E-01 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00
 5.000000000E-01 0.000000000E+00 1.000000000E+00 1.999999955E-02 0.000000000E+00 0.000000000E+00
 0.000000000E+00 5.000000000E-01 1.000000000E+00 1.999999955E-02 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00 5.000000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00 1.000000000E+00 1.999999955E-02 0.000000000E+00 0.000000000E+00
 19 17 16 18 26 22 20 23
 26 22 20 23 27 24 21 25
 18 16 6 7 23 20 12 14
 23 20 12 14 25 21 13 15
 17 5 4 16 22 10 8 20
 22 10 8 20 24 11 9 21
 16 4 1 6 20 8 2 12
 20 8 2 12 21 9 3 13
